Curricular units 1st sem (credited),Debtor,Curricular units 1st sem (grade),Curricular units 2nd sem (without evaluations),Target,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Mother's occupation,Previous qualification,International,Marital status,Father's occupation,Curricular units 1st sem (without evaluations),Age at enrollment,Curricular units 2nd sem (enrolled),Nacionality,Daytime/evening attendance,Tuition fees up to date,Application mode,Curricular units 2nd sem (approved),Mother's qualification,Father's qualification,Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Curricular units 2nd sem (grade)
0,0,0.0,0,Graduate,0,0,10,1,0,1,10,0,21,0,1,1,1,1,0,23,14,0,0,0,0.0
0,0,12.857142857142858,0,Graduate,6,6,10,1,1,1,10,0,20,6,14,1,1,1,5,1,1,0,8,7,11.8
0,0,14.328571428571427,0,Graduate,8,7,10,1,0,1,10,0,19,8,1,1,1,1,7,13,28,0,8,8,14.328571428571427
0,0,15.0,0,Graduate,6,6,6,1,0,1,8,0,20,6,1,1,1,1,6,1,28,0,6,7,16.333333333333332
0,0,13.6,0,Graduate,5,5,10,1,0,1,10,1,19,5,1,1,1,1,5,13,27,0,5,9,12.4
0,0,12.857142857142858,0,Graduate,5,5,3,1,0,1,8,2,18,5,1,1,1,1,4,1,1,0,8,12,13.25
0,0,14.5,0,Dropout,6,2,3,1,0,1,4,0,18,6,1,1,1,8,1,3,1,0,6,7,10.0
0,0,10.666666666666666,0,Dropout,5,3,10,1,0,1,9,0,24,5,1,0,1,12,3,13,28,0,7,7,10.5
0,1,13.428571428571429,0,Dropout,6,6,5,1,0,1,3,0,21,6,1,1,0,1,6,1,1,0,8,7,11.333333333333334
0,0,11.716666666666663,0,Graduate,7,7,9,1,0,1,8,0,18,8,1,1,1,1,4,1,27,0,13,12,10.868
0,0,12.0,0,Graduate,5,4,5,1,0,1,9,0,20,5,1,1,1,8,5,1,27,0,5,11,12.8
0,1,13.2,0,Dropout,6,5,10,1,0,1,3,0,20,6,1,1,0,9,4,1,3,0,8,11,10.75
0,1,12.2,0,Dropout,6,5,6,1,0,1,8,0,18,6,1,1,1,8,4,10,28,0,10,7,12.25
0,0,12.58,0,Graduate,7,5,10,1,0,1,7,0,25,7,1,1,1,12,6,23,14,0,9,11,12.157142857142857
0,0,11.333333333333334,0,Enrolled,6,5,6,1,0,1,8,0,19,6,1,1,1,8,6,13,27,0,6,9,10.833333333333334
0,1,0.0,0,Dropout,7,0,10,1,0,2,6,0,35,7,1,1,1,12,0,23,1,0,8,9,0.0
0,0,12.428571428571429,0,Graduate,7,6,10,1,0,1,6,0,19,8,1,1,1,1,8,13,14,0,8,9,14.0
0,0,13.0,0,Dropout,6,6,10,1,0,1,10,0,18,6,1,1,1,1,6,23,28,0,6,6,13.0
0,0,14.535714285714286,0,Graduate,8,7,4,1,0,1,11,0,19,8,1,1,1,1,7,3,14,0,8,8,14.535714285714286
0,0,11.2,0,Enrolled,7,5,10,1,0,1,8,0,19,7,1,1,1,14,5,13,28,0,8,8,11.2
0,0,16.0,0,Graduate,6,6,4,1,0,1,4,0,18,6,1,1,1,8,6,3,3,0,6,6,13.666666666666666
0,1,13.142857142857142,0,Dropout,6,5,10,12,0,1,3,0,24,6,1,1,1,12,3,13,3,0,15,13,12.666666666666666
8,0,11.6875,0,Graduate,14,11,1,1,1,1,1,0,25,10,3,0,1,14,8,19,24,6,20,23,11.142857142857142
0,0,10.5,4,Enrolled,5,4,10,1,0,1,4,0,28,5,1,1,1,12,4,22,3,0,12,11,11.0
0,0,13.833333333333334,0,Graduate,6,6,6,1,0,1,10,0,19,6,1,1,1,1,5,1,28,0,12,9,13.666666666666666
0,0,0.0,0,Dropout,5,0,10,1,0,1,8,0,19,5,1,1,1,8,0,13,1,0,0,0,0.0
0,0,0.0,5,Dropout,5,0,12,8,0,1,12,3,30,5,1,1,0,12,0,10,26,0,5,13,0.0
0,0,0.0,0,Dropout,7,0,5,1,0,1,6,0,19,7,1,1,1,1,0,13,14,0,8,9,0.0
0,0,10.0,0,Dropout,5,1,5,1,0,1,5,0,21,5,1,1,1,8,0,13,28,0,5,10,0.0
0,0,0.0,0,Dropout,0,0,4,1,0,1,6,0,19,0,1,1,1,1,0,22,27,0,0,0,0.0
0,0,0.0,0,Dropout,6,0,10,1,0,1,6,0,29,6,1,1,0,12,0,13,14,0,6,9,0.0
0,0,12.6,0,Dropout,6,4,10,1,0,1,10,0,18,6,1,1,1,1,4,13,27,0,6,7,13.0
0,0,11.25,0,Enrolled,5,3,5,1,0,1,6,0,21,5,1,1,1,1,3,1,28,0,9,10,11.0
6,0,12.375,0,Dropout,7,7,4,1,0,1,2,0,20,7,1,1,1,13,4,3,2,4,8,13,11.25
3,1,10.714285714285714,0,Enrolled,10,7,6,1,0,1,4,0,24,10,1,0,1,16,9,23,3,3,11,15,12.555555555555555
0,0,0.0,0,Dropout,6,0,3,1,0,1,6,0,18,6,1,1,0,8,0,1,1,0,0,6,0.0
0,0,12.0,0,Enrolled,6,5,5,1,0,1,3,0,23,6,1,1,1,13,5,1,3,0,12,14,12.142857142857142
0,0,12.6,0,Graduate,5,5,2,1,0,1,7,0,19,5,1,1,1,1,3,1,14,0,8,6,12.666666666666666
0,0,0.0,0,Dropout,6,0,4,3,0,1,4,0,35,6,1,1,1,4,0,13,14,0,6,7,0.0
0,0,12.84142857142857,0,Graduate,8,7,10,1,0,1,10,0,20,8,1,1,1,1,7,1,1,0,8,8,12.84142857142857
0,0,0.0,0,Dropout,6,0,9,16,0,2,9,0,33,5,1,1,1,12,0,13,28,0,5,6,0.0
0,0,14.166666666666666,0,Graduate,6,6,5,1,0,1,2,0,18,6,1,1,1,1,6,1,3,0,6,7,12.833333333333334
0,0,12.166666666666666,0,Enrolled,6,6,5,1,0,1,5,0,20,6,1,1,1,1,3,5,3,0,9,7,12.0
0,0,10.8,0,Dropout,6,4,3,1,0,1,4,0,19,6,1,1,1,8,3,3,3,0,14,12,11.0
0,0,13.0,0,Dropout,6,6,5,1,0,1,5,0,18,6,1,1,1,8,0,23,1,0,12,6,0.0
0,0,0.0,0,Dropout,5,0,8,1,0,1,10,0,28,5,1,0,0,12,0,22,27,0,0,0,0.0
0,0,13.0,0,Graduate,5,5,2,1,0,1,6,0,18,5,1,1,1,1,5,5,1,0,6,5,13.333333333333334
0,1,11.571428571428571,0,Dropout,6,6,4,1,0,1,4,0,25,6,1,1,1,1,6,2,3,0,9,8,11.571428571428571
0,1,11.5,0,Dropout,6,4,5,1,0,1,7,0,19,6,1,1,0,1,5,1,28,0,6,6,11.0
0,0,11.0,0,Graduate,6,5,6,1,0,1,6,0,18,6,1,1,1,9,4,23,14,0,6,8,10.75
1,0,17.11111111111111,0,Graduate,6,6,7,3,0,1,3,0,29,6,1,1,1,4,6,3,3,2,9,10,15.571428571428571
0,0,0.0,0,Enrolled,0,0,4,1,0,1,3,0,18,0,1,1,1,1,0,2,2,0,0,0,0.0
0,0,12.571428571428571,0,Graduate,6,6,5,1,0,1,6,0,20,6,1,1,1,1,6,3,2,0,6,9,12.166666666666666
0,0,0.0,0,Dropout,6,0,3,14,0,1,7,0,20,6,1,1,1,15,0,3,14,0,8,6,0.0
0,0,14.5,0,Graduate,6,6,3,1,0,1,3,0,18,6,1,1,1,1,6,3,3,0,6,7,15.166666666666666
0,0,13.5,0,Graduate,6,6,3,1,0,1,3,0,21,6,1,1,1,1,6,3,1,0,6,6,12.333333333333334
0,0,11.2,0,Dropout,6,5,3,1,0,1,3,0,18,6,1,1,0,8,2,3,3,0,14,9,10.0
0,0,10.666666666666666,0,Graduate,5,3,12,1,0,1,12,0,20,5,1,1,1,1,4,22,27,0,5,10,12.25
9,0,11.0,0,Enrolled,13,9,10,1,0,1,10,0,23,11,1,0,1,14,7,22,27,4,12,15,11.571428571428571
0,0,0.0,0,Dropout,1,0,10,1,0,1,9,0,26,5,1,0,1,12,0,1,27,0,8,2,0.0
0,1,10.0,0,Dropout,5,1,9,1,0,1,9,0,19,5,1,1,1,8,0,22,27,0,5,5,0.0
0,1,12.36,0,Dropout,7,5,10,1,0,1,10,0,24,8,1,1,0,12,5,22,28,1,15,14,12.0
0,0,15.25,0,Graduate,6,6,10,1,0,1,8,0,20,6,1,1,1,1,6,13,28,0,7,8,14.714285714285714
0,1,0.0,0,Dropout,5,0,10,1,0,1,4,0,26,5,1,0,0,8,0,23,3,0,6,5,0.0
0,0,13.0,0,Dropout,5,1,8,9,0,1,10,2,31,5,1,1,1,12,4,13,27,0,9,8,12.25
0,0,13.81375,0,Graduate,8,8,10,1,0,2,11,0,27,8,1,1,1,14,8,22,27,0,8,8,13.81375
0,1,13.285714285714286,0,Graduate,6,6,10,1,0,1,10,0,24,6,1,1,1,1,6,13,28,0,13,8,12.875
0,0,11.5,0,Enrolled,6,4,32,14,0,1,44,0,23,6,1,1,1,15,4,13,28,0,12,11,12.2
0,0,11.9625,0,Graduate,7,7,10,1,0,1,9,0,20,8,1,1,1,1,8,23,28,0,9,8,13.044444444444444
0,0,13.683333333333332,0,Graduate,7,6,6,1,0,1,6,0,20,8,1,1,1,1,6,23,28,0,11,9,13.116666666666667
0,0,14.985714285714286,0,Graduate,8,7,10,1,0,1,5,0,24,8,1,1,1,12,7,23,1,0,8,8,14.985714285714286
0,0,11.25,0,Enrolled,5,4,10,1,0,2,10,0,39,5,1,1,1,12,4,22,27,0,8,8,11.5
0,0,12.5,0,Graduate,6,4,4,1,0,1,10,0,18,6,1,1,1,1,5,13,28,0,6,8,12.6
0,0,0.0,0,Dropout,6,0,10,1,0,1,10,0,20,6,1,1,1,8,0,22,28,0,0,0,0.0
0,0,13.78,0,Graduate,7,7,5,1,0,1,4,0,18,8,1,1,1,1,8,1,1,0,10,10,13.661
0,0,13.805,0,Graduate,7,7,10,1,0,1,8,0,19,8,1,1,1,1,8,22,27,0,8,10,14.2725
0,0,13.8,0,Graduate,5,5,5,1,0,1,10,0,18,5,1,1,1,8,5,1,14,0,5,7,12.6
0,0,12.666666666666666,0,Enrolled,5,3,10,1,0,1,10,0,22,5,1,1,1,1,4,22,14,0,6,7,12.0
0,0,14.424285714285714,0,Graduate,7,7,5,1,0,1,5,0,18,8,1,1,1,8,8,1,1,0,8,7,13.9375
0,0,13.166666666666666,0,Graduate,6,6,5,1,0,1,10,0,18,6,1,1,1,1,6,3,1,0,6,7,12.5
0,0,10.666666666666666,0,Enrolled,5,3,10,1,0,4,10,0,30,5,1,0,1,12,5,22,27,0,8,10,10.4
9,0,12.071428571428571,0,Graduate,16,14,10,9,0,2,10,1,34,13,1,1,1,14,11,22,27,11,13,20,12.272727272727272
0,0,10.25,0,Dropout,6,3,10,12,0,1,10,0,38,6,1,0,1,12,1,22,27,0,7,10,12.0
0,0,14.11,0,Graduate,8,8,8,1,0,1,8,0,19,8,1,1,1,1,8,22,14,0,8,8,14.11
0,0,12.4,0,Dropout,6,5,6,1,0,1,8,0,19,6,1,1,1,8,3,23,28,0,10,9,10.666666666666666
0,0,12.0,0,Dropout,6,6,5,1,0,1,9,0,21,6,1,1,0,14,6,1,1,0,6,7,12.0
0,0,14.833333333333334,0,Graduate,6,6,3,1,0,1,3,0,18,6,1,1,1,8,6,2,3,0,6,6,13.5
0,0,15.428571428571429,0,Graduate,6,6,5,1,0,1,8,0,20,6,1,1,1,8,6,1,28,0,7,7,13.5
0,0,11.6,4,Graduate,5,5,6,1,0,1,6,0,18,5,1,1,1,8,5,22,28,0,11,7,11.4
0,0,14.166666666666666,0,Graduate,6,6,6,1,0,1,6,0,18,6,1,1,1,1,6,23,27,0,6,6,14.0
0,0,9.8,0,Dropout,7,1,10,2,0,1,10,0,36,7,1,1,1,4,0,22,27,0,7,9,0.0
0,0,10.714285714285714,0,Graduate,5,4,7,1,0,1,8,0,18,5,1,1,1,8,4,23,27,0,9,12,11.0
0,0,0.0,0,Dropout,5,0,5,6,0,1,12,0,21,5,1,1,1,14,0,1,20,0,5,7,0.0
1,1,12.333333333333334,0,Dropout,6,3,10,14,0,1,3,0,21,6,1,1,1,15,1,1,3,1,12,13,13.0
0,0,13.0,0,Graduate,6,6,5,1,1,1,3,0,18,6,14,1,1,6,6,3,3,0,15,13,12.25
0,0,11.4,0,Graduate,5,4,5,1,0,1,6,0,18,5,1,1,1,8,4,1,12,0,5,7,11.25
0,0,12.766666666666666,0,Graduate,7,6,10,1,0,1,8,0,19,7,1,1,1,1,6,23,28,0,7,7,12.766666666666666
0,1,12.6,0,Graduate,6,5,10,12,0,2,5,0,29,6,1,1,1,12,6,22,14,0,6,11,12.666666666666666
4,0,13.0,0,Graduate,7,7,10,14,0,1,4,0,20,5,1,1,1,15,5,13,1,2,5,8,13.4
0,0,14.316666666666668,0,Graduate,7,6,10,1,0,1,10,0,18,7,1,1,1,8,6,22,27,0,7,7,14.316666666666668
0,0,12.75,0,Graduate,5,4,5,1,0,1,11,0,19,5,1,1,1,1,5,2,1,0,5,7,12.0
0,0,13.4,0,Graduate,5,5,4,1,0,1,9,0,19,5,1,1,1,1,5,1,28,0,5,5,12.6
0,1,0.0,0,Dropout,6,0,10,1,0,1,5,0,37,5,1,0,0,12,0,10,5,0,5,6,0.0
0,0,15.75,0,Graduate,5,4,10,1,0,1,10,0,18,5,1,1,1,1,5,22,1,0,5,6,13.8
0,0,12.4,0,Dropout,6,5,8,1,0,1,8,0,21,6,1,1,1,1,1,13,14,0,11,9,11.0
0,0,11.5,0,Graduate,6,6,22,1,0,1,40,0,19,6,1,1,1,8,6,1,28,0,7,8,12.333333333333334
0,0,13.4,0,Graduate,5,5,4,1,0,1,2,0,19,5,1,1,1,8,5,3,1,0,5,5,14.0
0,0,11.666666666666666,0,Enrolled,5,3,10,14,0,2,6,0,35,5,1,0,1,12,5,23,14,0,7,9,11.8
0,0,0.0,0,Dropout,7,0,10,1,0,2,9,0,30,8,1,1,1,12,0,22,28,0,0,0,0.0
4,0,13.285714285714286,0,Dropout,8,7,1,1,0,1,1,0,27,7,1,1,1,14,5,19,24,4,13,11,11.6
0,0,11.5,0,Dropout,6,4,10,1,0,2,10,0,45,6,1,1,1,1,2,22,27,0,16,10,10.5
3,0,13.25,0,Graduate,9,8,10,1,0,2,10,0,50,7,1,0,1,12,7,23,28,2,8,11,11.714285714285714
8,0,12.25,0,Graduate,14,11,10,1,0,4,10,3,41,10,1,1,1,13,10,22,27,5,12,24,13.4
0,0,12.0,0,Enrolled,7,6,10,1,0,1,7,0,26,7,1,1,1,14,6,22,27,0,8,8,12.0
0,0,12.0,0,Dropout,6,1,10,12,0,1,10,0,44,6,1,1,1,12,0,22,27,0,6,10,0.0
10,0,10.923076923076923,0,Graduate,15,13,10,15,0,5,10,0,23,10,1,1,1,4,7,22,27,5,10,15,11.142857142857142
10,0,12.0,0,Dropout,12,10,10,1,0,1,10,0,34,10,1,1,1,16,5,13,14,5,11,12,11.0
0,0,13.714285714285714,0,Graduate,5,5,10,1,0,1,10,0,21,5,1,1,1,1,5,23,28,0,7,10,14.4
0,0,10.0,0,Dropout,5,1,4,1,1,1,4,0,22,5,8,1,1,14,2,3,27,0,8,8,13.0
0,0,10.333333333333334,0,Graduate,6,2,10,1,0,4,9,0,32,6,1,0,1,12,6,22,27,0,7,18,11.5
0,0,12.728571428571428,0,Graduate,7,7,8,1,1,1,8,0,20,8,14,1,1,8,8,1,1,0,8,8,14.625
10,0,13.333333333333334,0,Dropout,15,12,12,3,0,2,12,0,59,8,1,0,0,4,8,20,25,8,8,22,12.875
6,0,12.22222222222222,0,Enrolled,11,9,28,16,0,2,31,0,30,9,1,1,1,17,9,13,14,3,16,20,11.6
0,0,11.333333333333334,0,Graduate,6,6,10,1,0,1,10,0,18,6,1,1,1,1,6,23,26,0,9,7,10.833333333333334
0,1,11.0,0,Enrolled,5,4,10,1,0,2,7,0,25,5,1,0,1,12,4,22,27,0,7,8,12.0
0,0,13.8,0,Graduate,5,5,6,1,0,4,6,0,36,5,1,0,1,14,5,22,27,0,6,5,13.8
0,0,12.0,1,Dropout,7,1,10,17,0,1,10,0,36,7,1,1,1,4,0,23,14,0,13,16,0.0
0,0,11.25,0,Dropout,6,4,1,1,0,1,2,0,19,6,1,1,0,8,3,23,14,0,11,9,10.166666666666666
0,0,10.5,0,Graduate,5,4,5,1,0,1,7,0,25,5,1,0,1,12,5,1,27,0,6,6,12.0
17,0,11.555555555555555,0,Graduate,18,18,10,12,0,1,8,0,35,13,1,1,1,12,13,22,27,11,13,20,11.615384615384617
0,0,14.0,0,Dropout,6,1,6,1,0,1,6,0,20,6,1,1,1,1,0,1,1,0,7,13,0.0
0,0,13.0,0,Dropout,6,1,10,1,0,1,8,0,35,6,1,1,0,12,0,22,27,0,8,17,0.0
0,0,11.0,0,Dropout,6,2,1,1,0,1,1,0,27,6,1,1,1,1,1,22,27,0,14,13,11.0
0,0,13.68142857142857,0,Enrolled,8,7,10,1,0,1,6,0,18,8,1,1,1,8,7,13,3,0,8,8,13.68142857142857
0,0,12.1,0,Enrolled,7,6,10,1,0,1,11,0,23,7,1,1,1,14,6,23,14,0,7,11,12.616666666666667
0,0,10.5,0,Graduate,6,4,6,1,0,1,11,0,19,6,1,0,1,8,4,13,1,0,8,8,11.25
0,0,11.94,0,Enrolled,7,5,8,1,0,1,8,0,18,7,1,1,1,8,6,22,27,0,8,10,12.8
0,1,12.86,0,Dropout,7,4,4,1,0,1,8,0,26,7,1,1,0,12,5,13,14,0,10,11,11.566666666666668
0,0,14.25,0,Graduate,6,6,10,1,0,1,8,0,19,6,1,1,1,8,6,1,28,0,7,10,14.0
0,0,0.0,0,Dropout,7,0,8,1,0,1,8,0,19,8,1,1,0,1,0,23,14,0,0,0,0.0
0,0,0.0,0,Dropout,0,0,6,1,0,1,2,0,18,0,1,1,1,1,0,13,14,0,0,0,0.0
0,0,13.894285714285711,0,Graduate,7,7,10,1,0,1,8,0,19,8,1,1,1,8,8,13,1,0,8,7,14.3625
0,0,13.46875,0,Graduate,7,7,10,1,0,1,9,0,19,8,1,1,1,8,8,22,27,0,8,8,13.31375
0,0,13.6,0,Graduate,5,5,10,1,0,1,10,0,19,5,1,1,1,1,5,23,27,0,5,5,14.6
3,0,14.666666666666666,0,Graduate,6,6,10,14,0,1,8,0,21,6,1,0,1,15,6,1,27,2,6,6,13.833333333333334
0,0,13.666666666666666,0,Graduate,6,6,4,1,0,1,6,0,18,6,1,1,1,1,6,1,1,0,7,6,13.0
9,0,13.3,0,Graduate,12,10,10,3,0,2,4,0,33,11,1,1,1,14,11,23,27,9,11,22,13.727272727272728
7,0,13.454545454545457,0,Graduate,11,11,6,3,0,1,4,0,32,11,1,0,1,4,7,13,27,5,13,13,12.428571428571429
0,0,13.41625,0,Graduate,8,8,2,1,0,1,5,0,17,8,1,1,1,1,8,13,14,0,8,8,13.41625
0,0,0.0,0,Dropout,7,0,10,1,0,2,8,0,31,8,1,1,1,12,0,13,14,0,0,0,0.0
0,0,11.333333333333334,0,Graduate,6,6,10,1,0,2,8,0,32,6,1,0,1,12,5,13,14,0,8,6,13.0
0,0,16.0,0,Dropout,6,6,4,1,0,1,8,0,18,6,1,1,1,1,6,25,30,0,10,8,14.625
2,1,11.0,0,Enrolled,6,5,4,9,0,1,8,0,31,6,1,1,1,16,6,22,14,4,12,8,10.166666666666666
0,0,12.857142857142858,0,Enrolled,6,6,10,1,0,1,11,0,20,6,1,1,1,1,5,1,1,0,9,8,12.4
0,0,0.0,0,Dropout,5,0,2,1,0,1,2,0,40,5,1,0,0,14,0,3,14,0,6,5,0.0
0,0,14.8,0,Graduate,5,5,10,1,0,2,10,0,32,5,1,0,1,1,5,22,14,0,5,5,14.2
1,0,13.0,0,Dropout,5,1,2,3,0,1,2,0,40,5,1,1,0,4,2,13,14,2,5,7,14.0
0,0,0.0,0,Graduate,0,0,5,1,0,1,10,0,18,0,1,1,1,1,0,1,1,0,0,0,0.0
4,1,10.0,0,Dropout,9,4,10,1,0,1,10,0,28,6,1,0,0,14,1,22,27,1,6,14,10.0
0,1,11.2,0,Graduate,6,5,4,1,0,1,2,0,19,6,1,1,1,7,6,1,1,0,7,11,12.0
0,0,11.833333333333334,0,Graduate,6,6,6,1,0,1,10,0,19,6,1,1,1,1,3,1,27,0,11,8,13.0
0,0,0.0,0,Dropout,5,0,8,1,0,1,8,0,21,5,1,1,1,1,0,23,27,0,0,0,0.0
0,0,10.5,0,Dropout,5,2,1,1,0,1,5,0,22,5,1,1,1,8,0,13,1,0,10,8,0.0
0,0,12.5,0,Dropout,5,5,4,1,0,1,4,0,18,5,1,1,0,8,5,3,1,0,7,8,13.571428571428571
0,0,0.0,0,Dropout,0,0,6,1,0,1,3,0,27,0,1,1,1,12,0,10,3,0,0,0,0.0
4,0,11.0,0,Enrolled,10,5,3,1,0,1,3,0,19,7,1,1,1,1,2,1,3,2,8,10,10.0
6,0,12.333333333333334,0,Graduate,10,9,10,1,0,2,10,0,30,10,1,0,1,14,8,22,27,7,12,14,12.0
0,0,0.0,1,Dropout,6,0,5,14,0,1,2,0,28,6,1,1,1,12,1,1,3,0,8,9,10.0
0,1,17.0,0,Enrolled,5,1,10,1,0,5,10,0,34,5,1,1,1,12,2,22,27,0,10,14,11.0
0,0,11.0,0,Enrolled,5,5,5,1,0,1,5,0,21,5,1,1,1,8,3,1,1,0,11,5,11.428571428571429
0,0,11.142857142857142,0,Graduate,6,5,10,1,0,1,10,0,20,6,1,1,1,1,6,1,14,0,9,11,11.571428571428571
3,0,12.166666666666666,0,Dropout,8,5,10,1,0,1,10,0,31,7,1,1,0,14,5,10,14,3,12,19,12.0
0,1,11.0,2,Dropout,5,2,10,1,0,1,10,0,21,5,1,1,0,8,2,1,1,0,8,9,11.5
0,0,11.0,1,Dropout,5,1,1,12,0,1,1,0,27,5,1,1,0,12,3,19,24,0,6,8,10.666666666666666
0,0,13.25,0,Graduate,6,4,10,1,0,1,10,0,19,6,1,1,1,1,5,23,28,0,13,10,11.8
0,0,0.0,0,Enrolled,6,0,3,1,0,1,8,0,21,6,1,1,1,8,1,3,1,0,11,7,10.0
0,0,12.5,0,Dropout,6,2,5,14,0,1,5,0,21,6,1,1,0,15,0,13,14,0,10,17,0.0
6,0,12.142857142857142,0,Dropout,10,7,13,1,0,1,13,0,35,9,1,1,0,14,4,19,24,4,9,10,12.25
0,0,12.0,0,Dropout,5,3,12,1,0,1,8,0,28,5,1,1,1,12,3,22,26,0,10,8,11.333333333333334
0,0,11.25,0,Enrolled,6,4,5,1,0,1,4,0,24,6,1,1,1,8,4,1,1,0,9,6,10.428571428571429
0,0,0.0,0,Dropout,4,0,6,1,0,1,11,1,19,6,1,1,0,1,0,19,1,0,0,8,0.0
0,1,12.4,0,Enrolled,6,5,5,1,0,1,9,0,20,6,1,1,0,8,4,1,1,0,8,7,13.0
0,0,12.833333333333334,2,Graduate,6,6,5,1,0,1,5,0,20,6,1,1,1,1,6,3,14,0,8,6,12.666666666666666
0,0,13.0,0,Enrolled,5,1,10,1,0,1,7,0,19,5,1,1,1,1,2,22,27,0,7,7,10.0
5,1,12.0,0,Dropout,7,5,6,1,0,1,7,0,37,7,1,1,0,12,3,25,1,3,7,7,11.666666666666666
0,0,12.0,0,Dropout,6,2,10,1,0,1,9,0,19,6,1,1,1,1,1,22,28,0,12,13,13.0
0,0,0.0,0,Dropout,7,0,10,1,0,1,9,0,36,7,1,1,1,12,0,22,27,0,7,18,0.0
0,0,0.0,0,Dropout,5,0,10,9,0,1,10,0,29,5,1,1,1,12,0,22,27,0,0,0,0.0
0,0,11.375,0,Graduate,6,6,10,1,0,1,5,0,30,6,1,1,1,12,5,23,27,0,10,10,11.6
1,1,12.0,0,Dropout,6,2,4,12,0,1,11,0,32,6,1,1,1,16,0,2,1,0,7,15,0.0
0,0,11.833333333333334,0,Enrolled,6,6,3,1,0,1,10,0,26,6,1,0,1,1,6,3,1,0,6,6,11.666666666666666
0,0,12.0,1,Dropout,6,1,5,14,0,2,8,0,37,6,1,1,1,15,2,22,27,0,23,17,10.5
1,0,12.0,0,Dropout,6,3,5,1,0,1,4,0,27,6,1,1,1,12,2,1,10,2,7,7,11.0
0,0,12.714285714285714,0,Graduate,6,6,6,1,0,1,8,0,18,6,1,1,1,1,5,23,1,0,8,7,11.833333333333334
0,0,15.3,0,Graduate,8,8,10,1,0,1,10,0,18,8,1,1,1,1,8,23,27,0,8,8,15.3
2,0,11.5,0,Dropout,8,2,5,12,0,2,2,2,32,7,1,1,0,12,0,23,14,0,9,12,0.0
0,0,13.0,0,Enrolled,5,1,4,14,0,1,5,0,20,5,1,1,1,15,3,3,14,0,8,12,12.6
0,0,0.0,0,Dropout,6,0,2,1,0,1,3,0,22,6,1,1,1,14,0,3,3,0,10,12,0.0
0,0,0.0,0,Dropout,7,0,4,1,0,4,4,0,32,8,1,1,1,12,0,1,14,0,0,0,0.0
0,0,11.0,0,Enrolled,5,4,10,1,0,1,10,0,21,5,1,1,1,1,5,1,27,0,8,8,12.0
0,0,12.666666666666666,0,Dropout,6,3,5,1,0,1,8,0,19,6,1,1,0,8,5,1,1,0,10,7,13.125
0,0,13.5,0,Graduate,6,6,10,1,0,1,10,0,18,6,1,1,1,1,6,13,1,0,6,6,14.0
0,0,12.0,0,Graduate,5,5,10,1,0,1,8,0,18,5,1,1,1,1,5,1,1,0,10,7,11.4
0,1,0.0,0,Dropout,5,0,3,2,0,1,6,0,38,5,1,1,0,4,0,3,27,0,5,6,0.0
0,0,11.8,0,Dropout,6,5,1,1,0,1,1,0,21,6,1,1,1,8,4,19,24,0,8,8,10.5
0,0,11.5,0,Dropout,6,2,6,1,0,1,6,0,21,6,1,1,0,1,1,19,27,0,13,12,13.0
0,0,11.5,0,Enrolled,5,2,10,1,0,1,4,0,26,5,1,0,1,1,3,22,27,0,10,11,12.0
0,0,14.616666666666667,0,Graduate,7,6,10,1,0,1,4,0,19,7,1,1,1,1,6,13,28,0,7,7,14.616666666666667
0,0,14.06,0,Enrolled,8,7,10,1,0,1,10,0,19,8,1,1,1,1,7,13,27,0,8,8,14.06
0,1,11.0,0,Dropout,6,4,10,1,0,1,11,0,18,6,1,1,1,8,3,1,1,0,12,9,11.333333333333334
0,0,0.0,0,Dropout,5,0,10,3,0,1,10,0,25,5,1,1,1,4,0,22,27,0,0,0,0.0
6,0,12.192307692307692,5,Graduate,14,7,6,1,0,1,5,5,19,14,1,1,1,1,7,22,1,6,22,22,12.192307692307692
0,0,12.833333333333334,0,Graduate,6,6,10,1,0,1,10,0,18,6,1,1,1,8,6,1,14,0,7,6,12.333333333333334
0,0,12.875,0,Graduate,5,5,10,1,0,1,8,0,19,5,1,1,1,8,5,22,27,0,6,8,11.833333333333334
0,0,12.166666666666666,0,Graduate,6,6,10,1,0,1,8,0,22,6,1,1,1,1,6,13,28,0,6,6,12.5
0,0,13.428571428571429,0,Graduate,6,6,7,14,0,1,7,0,21,6,1,1,1,15,6,23,28,0,12,11,12.857142857142858
0,0,14.5,0,Graduate,6,6,10,1,0,1,10,0,21,6,1,1,1,8,6,13,27,0,8,6,14.666666666666666
0,0,12.142857142857142,0,Graduate,7,7,4,1,0,1,8,0,20,7,1,1,1,1,7,23,28,0,7,7,12.857142857142858
0,0,11.25,0,Enrolled,5,4,10,1,0,2,10,0,19,5,1,1,1,1,3,13,27,0,10,6,11.714285714285714
0,0,13.9,0,Graduate,7,6,10,1,0,1,4,0,18,7,1,1,1,1,6,13,14,0,7,7,13.9
0,0,13.766666666666666,0,Dropout,7,3,10,1,0,1,9,0,26,7,1,1,1,12,3,13,14,0,11,12,12.066666666666668
13,0,11.615384615384617,0,Dropout,15,13,1,2,0,1,1,0,31,14,1,1,1,10,11,19,24,11,14,17,12.545454545454543
